artist,song,duration_ms,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,2007,68,0.435,0.887,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935,rock
Paramore,Misery Business,211520,2007,72,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,"pop, rock"
Hinder,Better Than Me,223533,2019,30,0.451,0.682,-5.295,0.029,0.205,0.0,0.175,0.254,139.913,"pop, rock, metal"
Huey,"Pop, Lock & Drop It - Video Edit",261026,2006,52,0.723,0.644,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09,"hip hop, pop"
Foo Fighters,The Pretender,269373,2007,78,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984,"rock, metal"
Kaiser Chiefs,Ruby,204200,2007,67,0.451,0.939,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,rock
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,2007,46,0.626,0.906,-4.334,0.0403,0.00128,8.52e-06,0.137,0.346,118.035,pop
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,2006,57,0.772,0.59,-6.957,0.183,0.0917,0.0,0.101,0.743,83.998,"hip hop, pop, R&B"
The Red Jumpsuit Apparatus,Face Down,192000,2006,74,0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956,pop
MIKA,Grace Kelly,187733,2006,69,0.675,0.828,-5.799,0.0454,0.0242,0.0102,0.364,0.669,122.229,pop
Christina Aguilera,Candyman,194213,2006,66,0.686,0.789,-4.713,0.23,0.0125,0.0147,0.142,0.72,172.976,pop
Sean Kingston,Beautiful Girls,225373,2007,78,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009,"hip hop, pop, R&B"
James Blunt,1973,280026,2007,68,0.72,0.668,-7.928,0.0269,0.0652,0.00664,0.0789,0.768,123.007,pop
Carrie Underwood,Before He Cheats,199946,2005,76,0.519,0.749,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905,"pop, country"
Just Jack,Starz In Their Eyes,295933,2006,52,0.67,0.8,-6.731,0.0652,0.00184,0.000356,0.466,0.656,123.802,Dance/Electronic
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,2007,2,0.451,0.55,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001,"hip hop, pop, R&B"
Avril Lavigne,When You're Gone,240493,2007,68,0.457,0.719,-3.921,0.0323,0.191,0.0,0.228,0.168,142.034,pop
MIKA,Love Today,235173,2006,57,0.673,0.913,-4.981,0.0664,0.0304,0.00298,0.113,0.587,124.484,pop
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,2007,53,0.344,0.921,-3.049,0.0459,0.00143,1.13e-05,0.38,0.396,126.766,"rock, pop"
Elliott Yamin,Wait for You,261320,2007,58,0.764,0.487,-6.734,0.0281,0.25,0.0,0.184,0.352,116.027,set()
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",241133,2007,56,0.733,0.744,-3.51,0.0553,0.0772,0.0,0.341,0.529,92.515,set()
Boys Like Girls,The Great Escape,206520,2007,62,0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,pop
Take That,Rule The World - Radio Edit,237760,2007,58,0.357,0.774,-4.226,0.034,0.0376,0.0,0.348,0.348,164.054,pop
J. Holiday,Bed,275106,2007,64,0.684,0.606,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901,"hip hop, pop, R&B, Dance/Electronic"
Red Hot Chili Peppers,Snow (Hey Oh),334666,2006,79,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,rock
Flo Rida,Low (feat. T-Pain),231400,2008,80,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,"hip hop, pop"
Katy Perry,I Kissed A Girl,179640,2008,73,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996,pop
Rihanna,Take A Bow,229413,2008,74,0.697,0.467,-7.536,0.0715,0.248,0.0,0.0941,0.572,82.082,"hip hop, pop, R&B"
Alicia Keys,No One,253813,2007,77,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,"pop, R&B"
Timbaland,Apologize,184400,2007,74,0.653,0.604,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,"hip hop, pop, R&B"
Ne-Yo,Miss Independent,232000,2008,71,0.668,0.673,-5.714,0.145,0.48,0.0,0.194,0.727,171.812,"pop, R&B"
Chris Brown,With You,252120,2007,70,0.662,0.693,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009,"hip hop, pop, R&B"
Beyoncé,If I Were a Boy,249146,2008,66,0.632,0.518,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007,"pop, R&B"
Madcon,Beggin (original version),216146,2007,70,0.715,0.8,-5.144,0.057,0.0271,0.0,0.0648,0.445,129.023,"hip hop, pop"
September,Cry for You,209800,2007,65,0.767,0.881,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018,"pop, Dance/Electronic"
Rihanna,Disturbia,238626,2008,76,0.707,0.813,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921,"hip hop, pop, R&B"
Guru Josh Project,Infinity 2008,190013,2011,1,0.493,0.849,-6.139,0.0576,0.000337,0.00672,0.355,0.483,127.999,hip hop
Britney Spears,Break the Ice,196053,2007,61,0.712,0.911,-3.866,0.0445,0.689,8.02e-06,0.107,0.85,117.533,pop
Basshunter,Now You're Gone - Video Edit,148186,2008,63,0.639,0.976,-5.503,0.354,0.0213,0.0,0.0856,0.354,147.99,pop
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,2009,71,0.753,0.931,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029,pop
Katy Perry,Hot N Cold,220226,2008,73,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,pop
Rihanna,Don't Stop The Music,267080,2008,77,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,"hip hop, pop, R&B"
Snoop Dogg,Sensual Seduction,245520,2007,56,0.756,0.829,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,"hip hop, pop"
Akon,Right Now (Na Na Na),240746,2008,69,0.83,0.857,-4.194,0.152,0.262,0.0,0.413,0.607,137.982,pop
Britney Spears,Womanizer,224400,2008,76,0.724,0.695,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,pop
Eric Prydz,Pjanoo - Radio Edit,157432,2008,65,0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99,"pop, Dance/Electronic"
Kelly Rowland,Work,207920,2010,34,0.888,0.823,-6.351,0.0538,0.00499,0.0,0.291,0.623,102.757,"hip hop, pop, R&B"
Madonna,Give It 2 Me,287906,2008,57,0.837,0.954,-3.512,0.0414,0.0933,0.000405,0.143,0.972,127.019,pop
The Pussycat Dolls,When I Grow Up,245680,2008,72,0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,0.368,118.449,"pop, R&B"
Soulja Boy,Crank That (Soulja Boy),221933,2007,74,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141,"hip hop, pop"
Britney Spears,Piece of Me,212106,2007,64,0.769,0.638,-5.054,0.216,0.0902,0.0,0.0857,0.782,115.007,pop
Ne-Yo,Closer,234360,2008,65,0.709,0.745,-6.437,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,"pop, R&B"
Colby O'Donis,What You Got,243013,2008,61,0.775,0.641,-6.718,0.038,0.0327,0.0,0.18,0.305,119.974,"hip hop, pop, R&B"
Miley Cyrus,See You Again,190453,2007,0,0.692,0.911,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975,pop
Basshunter,All I Ever Wanted - Radio Edit,176453,2008,65,0.645,0.984,-7.051,0.0508,0.164,0.00701,0.164,0.553,144.954,pop
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,68,0.729,0.658,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043,"hip hop, pop, R&B"
Finger Eleven,Paralyzer,208106,2007,73,0.644,0.939,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031,"rock, metal"
Alesha Dixon,The Boy Does Nothing,210680,2008,51,0.632,0.972,-2.423,0.121,0.121,7.74e-05,0.0317,0.845,87.0,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,2011,68,0.878,0.746,-4.281,0.0451,0.0476,0.0,0.154,0.792,111.996,"hip hop, pop, Dance/Electronic"
Gabriella Cilmi,Sweet About Me,202133,2008,56,0.671,0.701,-5.035,0.0288,0.0607,2.7e-06,0.163,0.585,131.977,R&B
Jack White,Another Way to Die,262240,2007,56,0.486,0.765,-4.23,0.128,0.0239,3.02e-05,0.11,0.386,141.933,"rock, blues"
The Pussycat Dolls,I Hate This Part,218400,2008,64,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,"pop, R&B"
Sean Kingston,Take You There,236693,2008,65,0.752,0.921,-4.321,0.0696,0.0182,0.0,0.256,0.634,115.033,"hip hop, pop, R&B"
Natasha Bedingfield,Pocketful of Sunshine,203440,2008,62,0.726,0.881,-3.892,0.0391,0.203,0.0,0.108,0.682,110.019,pop
Pendulum,Propane Nightmares,313346,2008,57,0.356,0.966,-4.13,0.0825,0.000262,0.148,0.192,0.215,173.992,Dance/Electronic
Danity Kane,Damaged,244266,2008,57,0.774,0.653,-5.158,0.05,0.0912,0.0,0.151,0.818,120.01,"pop, R&B"
Kanye West,Love Lockdown,270306,2008,66,0.76,0.524,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop
M.I.A.,Paper Planes,205200,2007,1,0.447,0.848,-6.175,0.222,0.033,7.45e-05,0.65,0.485,172.247,"pop, rock"
3 Doors Down,It's Not My Time,241960,2008,56,0.529,0.934,-4.808,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,"pop, rock, metal"
Kylie Minogue,Wow,190973,2007,47,0.654,0.884,-5.466,0.202,0.151,0.000268,0.379,0.851,124.072,"pop, Dance/Electronic"
Mariah Carey,Touch My Body,204733,2008,0,0.715,0.665,-7.736,0.0502,0.0996,0.0,0.224,0.84,78.502,"pop, R&B"
MGMT,Kids,302840,2007,77,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,rock
The Ting Tings,Shut Up and Let Me Go,171226,2007,55,0.852,0.927,-4.497,0.0581,0.0109,0.00268,0.054,0.887,107.993,"pop, rock, Dance/Electronic"
Santana,Into the Night (feat. Chad Kroeger),222440,2007,57,0.595,0.844,-4.678,0.0331,0.0137,0.0,0.234,0.603,127.981,"rock, blues, latin"
Wiley,Wearing My Rolex - Radio Edit,170480,2008,59,0.876,0.716,-6.884,0.135,0.0468,0.000482,0.0667,0.755,131.942,"hip hop, Dance/Electronic"
Usher,Love in This Club (feat. Young Jeezy),259720,2008,71,0.573,0.712,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012,"hip hop, pop, R&B"
Sam Sparro,Black & Gold - Radio Edit,212360,2008,53,0.383,0.703,-5.65,0.0763,0.00116,2.39e-05,0.112,0.42,135.968,"pop, Dance/Electronic"
"H ""two"" O",What's It Gonna Be (feat. Platnum),207476,2008,55,0.733,0.9,-4.758,0.0341,0.0085,0.0218,0.151,0.937,139.61,Dance/Electronic
The Ting Tings,That's Not My Name,310573,2008,51,0.755,0.901,-3.152,0.0893,0.0451,0.0373,0.363,0.959,145.042,"pop, rock, Dance/Electronic"
James Morrison,Broken Strings,250453,2008,70,0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91,"pop, R&B"
Leona Lewis,Run,314720,2007,62,0.285,0.462,-6.166,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,"pop, R&B"
Metro Station,Shake It,179946,2007,67,0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,"pop, rock"
Trey Songz,Can't Help but Wait,206413,2007,62,0.699,0.699,-5.564,0.0737,0.358,0.0,0.0912,0.611,94.977,"hip hop, pop, R&B"
OneRepublic,Stop And Stare,223853,2007,59,0.492,0.859,-4.274,0.0332,0.0659,0.0,0.0756,0.251,92.474,pop
Alexandra Burke,Hallelujah,217826,2009,63,0.177,0.425,-6.211,0.0291,0.654,0.0,0.195,0.0942,182.571,pop
Mary J. Blige,Just Fine,242133,2007,64,0.923,0.795,-3.61,0.117,0.0394,0.000565,0.101,0.588,123.021,"pop, R&B"
Jordin Sparks,One Step At a Time,205160,2007,56,0.766,0.692,-4.672,0.0289,0.0825,0.0,0.0384,0.691,102.028,"pop, R&B"
Coldplay,Viva La Vida,242373,2008,80,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,"rock, pop"
Kings of Leon,Sex on Fire,203346,2008,80,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,rock
Duffy,Mercy,219920,2008,69,0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,0.964,129.911,"pop, R&B"
David Archuleta,Crush,213520,2008,67,0.57,0.664,-4.718,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,pop
J. Holiday,Suffocate - Superclean,220053,2007,58,0.458,0.445,-8.391,0.361,0.64,0.0,0.118,0.447,82.82,"hip hop, pop, R&B, Dance/Electronic"
Gavin DeGraw,In Love With a Girl,206000,2008,51,0.438,0.906,-4.8,0.0438,0.0191,0.0,0.373,0.684,161.905,"pop, Folk/Acoustic"
Jordin Sparks,Tattoo,233466,2007,54,0.566,0.766,-5.036,0.0399,0.431,0.0,0.101,0.547,168.005,"pop, R&B"
Coldplay,Violet Hill,222653,2008,63,0.33,0.58,-7.875,0.0374,0.0614,0.00129,0.115,0.11,76.093,"rock, pop"
Jennifer Hudson,Spotlight,250106,2008,60,0.707,0.724,-3.887,0.051,0.0448,0.0,0.072,0.659,108.984,"pop, R&B, easy listening"
John Legend,Green Light (feat. André 3000),284186,2008,55,0.622,0.882,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506,"pop, R&B"
Jonas Brothers,Burnin' Up,175093,2008,68,0.667,0.954,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.03,pop
Lupe Fiasco,Superstar (feat. Matthew Santos),289000,2007,64,0.572,0.822,-6.015,0.361,0.207,0.0,0.359,0.472,94.812,"hip hop, pop"
Chris Brown,Forever,278573,2008,74,0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,"hip hop, pop, R&B"
Adele,Chasing Pavements,210506,2008,1,0.614,0.47,-6.09,0.0255,0.291,0.0,0.111,0.329,80.045,"pop, R&B"
Leona Lewis,Better in Time,234173,2007,67,0.584,0.7,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953,"pop, R&B"
Fergie,Clumsy,240426,2006,58,0.731,0.563,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009,"pop, R&B"
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,2008,0,0.648,0.516,-8.869,0.049,0.00179,0.0,0.0772,0.0756,89.828,"hip hop, pop, R&B"
Black Eyed Peas,I Gotta Feeling,289133,2009,80,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,"hip hop, pop"
Lady Gaga,Poker Face,237200,2008,77,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,pop
Beyoncé,Halo,261640,2008,74,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,"pop, R&B"
Flo Rida,Right Round,204640,2009,74,0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986,"hip hop, pop"
Taylor Swift,Love Story,236266,2008,74,0.617,0.741,-3.97,0.0311,0.131,0.0,0.0772,0.306,118.984,pop
Pitbull,Hotel Room Service,238506,2009,63,0.849,0.599,-8.164,0.227,0.00301,0.000249,0.0763,0.761,126.003,"hip hop, pop, latin"
Britney Spears,Circus,192360,2008,74,0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,pop
Lady Gaga,LoveGame,216333,2008,69,0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,pop
Skillet,Monster,178013,2009,75,0.64,0.957,-2.336,0.0741,0.0431,0.0,0.0789,0.692,134.992,"rock, pop, metal"
The Prodigy,Omen,216026,2009,57,0.545,0.953,-5.172,0.0441,0.000941,0.117,0.281,0.558,140.002,"rock, pop, Dance/Electronic"
Black Eyed Peas,Meet Me Halfway,284373,2009,72,0.798,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,"hip hop, pop"
Kanye West,Heartless,211000,2008,82,0.79,0.647,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),221240,2009,72,0.88,0.443,-6.359,0.0653,0.462,7.13e-06,0.122,0.803,138.018,hip hop
Lady Gaga,Just Dance,241933,2008,76,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,pop
Britney Spears,If U Seek Amy,216520,2008,69,0.717,0.587,-7.296,0.0339,0.0192,0.0,0.0523,0.544,129.954,pop
Pitbull,I Know You Want Me (Calle Ocho),237120,2009,59,0.825,0.743,-5.995,0.149,0.0142,2.12e-05,0.237,0.8,127.045,"hip hop, pop, latin"
Mariah Carey,Obsessed,242200,2009,66,0.742,0.468,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,"pop, R&B"
Beyoncé,Sweet Dreams,208066,2008,48,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,"pop, R&B"
Agnes,Release Me,256213,2009,65,0.621,0.923,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,"pop, Dance/Electronic"
Shakira,She Wolf,188866,2009,68,0.865,0.69,-7.448,0.0443,0.285,0.0162,0.225,0.867,121.983,"pop, latin"
Lady Gaga,Paparazzi,208306,2008,70,0.762,0.692,-3.973,0.0438,0.113,0.0,0.094,0.397,114.906,pop
OneRepublic,All The Right Moves,238000,2009,65,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,pop
Jeremih,Birthday Sex,226506,2009,67,0.677,0.523,-5.603,0.0439,0.295,0.0,0.15,0.446,60.019,"hip hop, pop, R&B"
Cascada,Evacuate The Dancefloor,207200,2009,63,0.762,0.702,-5.87,0.0432,0.0167,0.0,0.314,0.898,127.029,"hip hop, pop, Dance/Electronic"
Linkin Park,New Divide,268613,2009,68,0.493,0.808,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971,"rock, metal"
Eminem,We Made You,269613,2009,63,0.924,0.853,-1.203,0.0792,0.107,1.45e-06,0.129,0.67,114.003,hip hop
Dizzee Rascal,Bonkers,177573,2011,38,0.624,0.977,-3.34,0.22,0.00615,0.0,0.253,0.74,126.127,"hip hop, pop, Dance/Electronic"
Ciara,Love Sex Magic (feat. Justin Timberlake),220426,2009,58,0.893,0.666,-5.089,0.138,0.0206,0.0,0.342,0.874,107.011,"pop, R&B"
Soulja Boy,Turn My Swag On,206333,2008,59,0.546,0.712,-3.104,0.0269,0.000969,0.0,0.406,0.489,150.154,"hip hop, pop"
The xx,Intro,127920,2009,2,0.617,0.778,-8.871,0.027,0.459,0.925,0.128,0.152,100.363,rock
Jay Sean,Down,212106,2009,3,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997,"hip hop, pop, R&B"
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,2010,69,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967,"hip hop, pop, Dance/Electronic"
Cheryl,Fight For This Love,223253,2009,65,0.739,0.741,-5.873,0.0912,0.013,0.0,0.0679,0.727,122.988,"pop, Dance/Electronic"
P!nk,Sober,251440,2010,46,0.614,0.792,-4.907,0.0299,0.0653,0.0,0.195,0.407,91.066,pop
Tinchy Stryder,Number 1,212773,2009,59,0.581,0.824,-3.912,0.0377,0.0105,0.0,0.483,0.747,114.912,"pop, Dance/Electronic"
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",196520,2009,54,0.451,0.873,-4.711,0.19,0.171,0.0,0.327,0.589,119.918,"pop, Dance/Electronic"
JLS,Beat Again - Radio Edit,196640,2009,0,0.894,0.93,-4.577,0.0712,0.0355,0.0,0.0759,0.968,120.02,pop
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,2009,65,0.657,0.941,-3.919,0.061,0.0476,0.0,0.0797,0.879,136.202,set()
The Pussycat Dolls,I Hate This Part,218400,2008,64,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,"pop, R&B"
Akon,Beautiful,312986,2008,65,0.74,0.945,-4.442,0.0889,0.123,0.0,0.112,0.629,130.015,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),206480,2009,57,0.67,0.866,-3.684,0.0538,0.0115,0.0,0.358,0.636,140.029,pop
Selena Gomez & The Scene,Naturally,202586,2009,63,0.605,0.902,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,"pop, Dance/Electronic"
Kanye West,Love Lockdown,270306,2008,66,0.76,0.524,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop
The Veronicas,Untouched,255360,2005,58,0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,"pop, Dance/Electronic"
Jason Derulo,Whatcha Say,221253,2010,70,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,"hip hop, pop"
Sean Kingston,Fire Burning,239986,2009,71,0.839,0.804,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,"hip hop, pop, R&B"
Empire of the Sun,Walking On A Dream,198440,2008,77,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,"rock, pop, Dance/Electronic"
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,2009,65,0.594,0.874,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964,"pop, Dance/Electronic"
Nickelback,If Today Was Your Last Day,249066,2008,66,0.485,0.911,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956,"rock, metal"
La Roux,Bulletproof,205733,2009,71,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,"pop, Dance/Electronic"
Kasabian,Fire,252279,2009,64,0.525,0.742,-5.643,0.0311,0.0874,0.149,0.117,0.179,117.029,rock
Calvin Harris,I'm Not Alone - Radio Edit,210973,2009,55,0.597,0.684,-6.614,0.0321,0.00481,0.105,0.317,0.435,130.99,"hip hop, pop, Dance/Electronic"
Justin Bieber,One Time,215866,2009,71,0.691,0.853,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,pop
La Roux,In For The Kill,248626,2009,59,0.629,0.969,-0.276,0.0455,0.00184,0.0,0.122,0.905,150.01,"pop, Dance/Electronic"
Muse,Uprising,304840,2009,75,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,rock
Nickelback,Gotta Be Somebody,252653,2008,62,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998,"rock, metal"
James Morrison,Broken Strings,250453,2008,70,0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91,"pop, R&B"
Dizzee Rascal,Holiday,220626,2011,60,0.545,0.918,-1.925,0.0448,0.0571,0.0,0.0415,0.855,117.985,"hip hop, pop, Dance/Electronic"
Beyoncé,Single Ladies (Put a Ring on It),193213,2008,67,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,"pop, R&B"
Boys Like Girls,Love Drunk,226706,2009,64,0.44,0.976,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005,pop
OneRepublic,Secrets,224693,2009,74,0.516,0.764,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021,pop
JLS,Everybody in Love,195586,2013,39,0.705,0.783,-5.971,0.0327,0.0703,0.0,0.36,0.656,140.022,pop
Jason Aldean,Big Green Tractor,204200,2009,50,0.616,0.596,-5.035,0.0289,0.654,0.0,0.218,0.58,137.077,country
The Fray,Never Say Never,256613,2009,67,0.23,0.492,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,pop
Kings of Leon,Sex on Fire,203346,2008,80,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,rock
Kelly Clarkson,Already Gone,281560,2009,56,0.209,0.872,-2.996,0.0757,0.217,0.0,0.0768,0.294,78.139,"pop, R&B"
Miley Cyrus,Party In The U.S.A.,202066,2009,79,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop
Jordin Sparks,Battlefield,241920,2009,57,0.613,0.634,-3.472,0.0339,0.0178,0.0,0.0639,0.37,144.953,"pop, R&B"
Ne-Yo,Mad,254533,2008,64,0.731,0.644,-5.348,0.0343,0.665,0.0,0.11,0.691,129.94,"pop, R&B"
Green Day,21 Guns,321093,2009,73,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779,rock
Keri Hilson,Knock You Down,326186,2009,57,0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,"pop, R&B"
Taylor Swift,You Belong With Me,231146,2008,55,0.687,0.771,-4.424,0.0384,0.164,2.46e-05,0.112,0.445,129.964,pop
Shinedown,Second Chance,222066,2008,67,0.46,0.796,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011,"rock, metal"
Katy Perry,Waking Up In Vegas,199186,2008,49,0.524,0.878,-3.108,0.0346,0.0012,0.0,0.098,0.59,130.989,pop
Kelly Clarkson,My Life Would Suck Without You,211493,2009,68,0.526,0.882,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982,"pop, R&B"
The Fray,You Found Me,241853,2009,73,0.338,0.803,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994,pop
Bruno Mars,Just the Way You Are,220734,2010,77,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,pop
Stromae,Alors on danse - Radio Edit,206066,2010,77,0.791,0.59,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop
Kesha,TiK ToK,199693,2010,80,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,"pop, Dance/Electronic"
David Guetta,Memories (feat. Kid Cudi),210853,2010,76,0.546,0.916,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983,"hip hop, pop, Dance/Electronic"
Taio Cruz,Dynamite,202613,2010,80,0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,"hip hop, pop"
Rihanna,Only Girl (In The World),235493,2010,73,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.069,0.611,125.906,"hip hop, pop, R&B"
Katy Perry,California Gurls,234653,2012,72,0.791,0.754,-3.729,0.0569,0.00446,0.0,0.163,0.425,125.014,pop
Kesha,Take It Off,215200,2010,68,0.729,0.675,-5.292,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,"pop, Dance/Electronic"
INNA,Hot - Play & Win Radio Version,217036,2010,42,0.817,0.939,-6.079,0.28,0.0798,0.441,0.431,0.599,128.0,pop
Far East Movement,Like A G6,216893,2010,73,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913,"hip hop, pop"
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,2010,62,0.615,0.913,-5.077,0.0816,0.178,0.0,0.0773,0.45,129.944,"hip hop, pop, Dance/Electronic"
